code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,elevation,gps_precision,sources_cluster,users,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,bh_depth,casing_type,casing_size,bh_static_water_level,bh_operating_yield,bh_operating_hrs_per_day,bh_operating_draw_down,bh_recovery_time,dw_depth,dw_static_water_level,dw_yield,dw_operating_hours,dw_draw_down,recovery_time,spring_cumulative_discharge_rate,dam_depth,dam_length,dam_width,berkad_depth,berkad_length,berkad_width,other_depth,other_length,other_width,other_source_yield,reservoir_type,reservoir_capacity,pipeline_type,pipeline_length,number_of_hh_connections,number_of_water_points_kiosks,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,pump_type,pump_model,pump_capacity,pump_level,source_of_power,generator_type,generator_capacity,solar_type,solar_capacity,supply_system_condition,supply_system_condition_description,physical_water_quality_issues,color_odor_smell_description,temperature,ph,electrical_conductivity,total_disolved_solids,management_type,water_and_sanitation_committee,wsc_date_of_establishment,wsc_male_members,wsc_female_members,humans_charged_for_water,cost_of_water_for_humans,animals_charged_for_water,cost_of_water_for_livestock,name_of_operator,operator_contact_number,last_intervention_agency,last_intervention_description,last_intervention_date,additional_notes,metadata_tag
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-13,Woqooyi Galbeed,hargeisa,SPI borehole,Jaleelo ,0.6,SPI,09/06/2011,9.7512854,44.2690525,1010.0,,0,,yes,,Yes,,0,0,0,0,0.0,,105.0,gi,8.0,38.0,64.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,0.0,PVC,0.0,0,0,0,no,,Submersible Pump,Grundfos,64.0,93.0,Hybrid - Solar/Generator,,,,,good,Good,no,,31.0,7.07,1730.0,1200.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Woqooyi Galbeed,gebiley,Ina Ayax borehole,Botor,0.1,Ina Ayax,19/05/2013,9.6974474,43.5098679,1526.0,,0,,yes,,Yes,,100,0,30,0,15.0,,160.0,gi,8.0,101.0,28.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15,0,0,yes,23,Submersible Pump,saha,28.0,101.0,Hybrid - Solar/Generator,Linz,50.0,Dusol,22.5,,Very good both agri.and human consumption,no,,30.0,7.2,1723.0,1250.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-12,Woqooyi Galbeed,hargeisa,Ismael Ali borehole,Horuhaadlay,0.1,Individualy Established borehole,12/09/2019,9.8449132,44.0423368,1008.0,,0,rural,yes,,Yes,,4500,200,40,1500,6.0,,96.0,gi,6.0,12.0,6.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,Other,43.0,PVC,500.0,642,0,0,yes,4,Submersible Pump,Grundfos,15.0,60.0,Solar,,,GPS-300-360,5.4,good,Very good supply system and more people and animal depends on,no,,31.9,6.9,1700.0,1200.0,Private/Individual,,,,,no,,no,,,,,,No intervention carried out,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-09,Togdheer,burco,Ceelka 14aad,Isha Burco Area,0.3,Buroa Water Agency,05/01/2017,9.51126873493195,45.5707983858883,1007.0,,1,urban rural,yes,,Yes,,10000,0,0,0,0.0,,180.0,pvc,8.0,160.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,Other,,Other,,0,0,0,yes,6,Submersible Pump,Laware,24.0,106.0,Generator,Perkins,66.0,,,good,Good Condition,no,,29.0,7.8,1700.0,636.0,Utility/Local Authority,,,,,no,,no,,,,,,,,
,Spring,Somaliland Ministry of Water Resources Development,2022-05-03,Sanaag,ceel_afweyn,Galruble spring,Galruble,5.0,Natural spring,,10.0954142,47.0431563,1119.0,,0,rural urban,yes,,Yes,,11740,17943,350,19860,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,Other,0.0,Other,0.0,0,0,0,no,,Hand Pump,,0.0,,,,,,,good,Potential water spring,no,,28.0,7.5,1700.0,400.0,Communal,no,,,,no,,no,,,,,,O,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-08,Togdheer,burco,Ceelka 3aad,Shacabka,1.0,Former Somali government,20/02/1977,9.53928763512522,45.5304737202823,1034.0,,2,urban,yes,,Yes,,15000,,,,,,136.0,pvc,8.0,109.0,25.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Submersible Pump,Grundfos,25.0,126.0,Generator,Perkins,45.0,,,good,Good Condition,no,,30.0,7.6,1400.0,1100.0,Utility/Local Authority,,,,,no,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-03-29,Togdheer,buuhoodle,Coodanle borehole,Coodanle,1.0,Somaliland Ministry of Water Resources Development,14/11/2017,8.33505537360907,46.042332071811,675.0,,1,urban rural,yes,,Yes,,12000,6000,0,45000,0.0,,350.0,pvc,8.0,32.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,36.0,PVC,1500.0,2000,9,6,no,,Submersible Pump,Laura,15.0,327.0,Generator,JP45,45.0,,,good,The supply system is good and functioning,no,,36.0,7.0,1666.0,1100.0,Communal,yes,24/11/2017,4,2,no,,no,,,,CARE Somalia,10/03/2021,Borehole rehabilitation,,
,Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-13,Mudug,galkayo,Docol BH,Docol,0.1,DIRECTIAD,08/09/2019,6.4326117,47.4920417,238.0,,0,rural,yes,,Yes,,8100,1400,,52000,,,200.0,pvc,8.0,50.0,,14.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,38.0,Galvanised Steel,360.0,506,1,3,yes,20,Submersible Pump,ATX,,118.0,Generator,perkin,45.0,,,poor,,no,,30.4,7.86,1650.0,1130.0,Communal,yes,,2,1,,,,,,,IMC,solar,,,
,Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-11,Mudug,galkayo,GEEDAYAR,XAAR XAAR,2.5,community,10/08/2020,6.6801573,47.413798,305.0,,0,rural,yes,,Yes,,,,,,,,240.0,pvc,6.0,,10.0,15.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,132.0,Galvanised Steel,350.0,0,1,3,yes,15,Submersible Pump,grunfos,,190.0,Generator,perkin,30.0,,,,,no,,31.3,7.8,1650.0,1100.0,Private/Individual,,,,,no,,no,,,,International Rescue Committee,solar (the solar is not function),,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-14,Sool,las_caanood,Sixawle 5,Yigoori,8.0,United Nations Children's Fund,14/04/2018,8.7209838,47.0279152,633.0,,4,rural urban,yes,,Yes,,5000,600,0,3000,0.0,,70.0,pvc,8.0,20.0,24.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20.0,Galvanised Steel,1200.0,50,1,5,yes,10,Submersible Pump,Groundfost,25.0,65.0,Hybrid - Solar/Generator,Perkins ,45.0,M2,320.0,good,Good condition ,no,,30.0,8.2,1650.0,1020.0,Communal,yes,14/04/2018,8,0,no,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-06,Awdal,borama,Xoosh BH,Qolujeed,4.0,Xaaji axmed xoosh,02/03/2018,10.0839606,43.0487816,1511.0,,,rural,yes,,Yes,,4200,,,,,,104.0,gi,8.0,36.0,10.0,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,25.0,Galvanised Steel,100.0,400,2,3,no,,Submersible Pump,Granfoc,10.0,98.0,Hybrid - Solar/Generator,Wintec,20.0,Axitec,8.0,fair,"The system is connected for irrigation, and there is some public water points for surrounded populations",no,,27.0,7.5,1640.0,1170.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-10,Mudug,galkayo,Bitaale,Bitaale,0.1,former government of somalia,06/09/1986,6.705377,47.8340365,190.0,,0,rural,yes,,Yes,,3800,8000,,,1.5,,230.0,pvc,10.0,,,16.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,60.0,Galvanised Steel,380.0,300,1,2,yes,7,Submersible Pump,lowara,,130.0,Generator,Doutz,30.0,,,poor,,no,,35.3,7.57,1620.0,820.0,Communal,,,,,,,,,,,International Organisation of Migration,small water tank,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-07,Sool,las_caanood,Sugule borehole ,Higlo,3.0,Private,05/10/2021,8.5868767,47.6846015,536.0,,2,rural,yes,,Yes,,0,0,0,0,6.0,,60.0,pvc,8.0,53.0,66.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,200.0,Galvanised Steel,600.0,0,0,0,no,,Submersible Pump,Luara,7.5,50.0,Solar,,,M2,200.0,good,"This borehole supplies water to large private owned agricultural farm
So it is not open to public and only used for the farm",no,,31.0,7.0,1620.0,1200.0,Private/Individual,,,,,no,,no,,,,,,No intervention ,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-18,Sanaag,ceerigaabo,GTZ1 Cerigabo borehole,Ceerigaabo,6.0,German Agency for Technical Assistance,18/04/2019,10.6362303,47.3643228,1800.0,,1,rural urban,yes,,Yes,,200,20,100,400,5.0,,130.0,gi,8.0,,0.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,25.0,Galvanised Steel,5000.0,1,0,1,yes,20,Submersible Pump,Luwara,0.0,8.0,Hybrid - Solar/Generator,Barking,45.0,0,0.0,good,1. Good water supply.,no,,26.0,7.1,1600.0,1900.0,Communal,no,,,,no,,no,,,,,,0,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-08,Togdheer,burco,Abdikarim Nadiif,Aadan saleebaan,0.3,Private,29/12/2013,9.51371164061129,45.5609830934554,1031.0,,1,rural urban,yes,,Yes,,100,0,0,0,130.0,,180.0,pvc,8.0,146.0,18.0,7.0,,,,,,,,,,,,,,,,,,,,Other,,Other,,0,0,0,no,,Submersible Pump,Laware,24.0,125.0,Generator,Perkins,27.0,,,good,Good condition,no,,30.0,7.6,1600.0,1100.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-04-13,Sanaag,laasqoray,Buraan borehole 2,Buraan,0.4,Al manhal charity,26/05/2010,10.2110303,48.7746238,943.0,,5,rural urban,yes,,Yes,,4500,,,,,,60.0,pvc,8.0,9.0,4.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,Galvanised Steel,,300,,,,,,,,,,,,,,fair,"Buraan borehole 1 and 2 are connected same distribution pipes lines, same generator and solar, same elevated water tank.
Yield is very low.",no,,31.9,7.4,1581.0,775.0,Communal,,,,,,,,,,,,,"Buraan borehole 1, and 2 are connected same distribution pipes, solar, generator, storage water tanks hence this borehole  and borehole 1 are same intervention",,
,Dam,FGS Ministry of Energy and Water Resources,2022-04-22,Bakool,ceel_barde,Danshood WC,Celbarde,,not_specified,01/01/2014,4.751417,43.652289,0.0,,0,rural,no,,Yes,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fair,,no,,,7.63,590.0,,,,,,,,,,,,,,,Deeping and fencing,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-12,Sool,las_caanood,Shululux borehole,Shululux,0.0,Norwegian Peoples Aid,12/07/2012,8.6116786,46.6939212,769.0,,1,rural urban,yes,,Yes,,4000,6000,20,20000,0.0,,300.0,pvc,8.0,160.0,12.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,24.0,Galvanised Steel,450.0,0,4,4,yes,10,Submersible Pump,11,12.0,230.0,Hybrid - Solar/Generator,Perkins,45.0,Photovoltiac,310.0,good,There is no issue on the supply system,no,,30.0,7.2,1580.0,980.0,Communal,no,,,,no,,no,,,,Oxfam GB,01/11/2021,Solar installed by OXFORD,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Woqooyi Galbeed,gebiley,Aden mohamed borehole,Botor,0.1,Aden Mohamed,22/10/2021,9.692993,43.5499161,1512.0,,0,rural,yes,,Yes,,2000,200,500,1000,6.0,,198.0,gi,8.0,160.0,12.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20.0,Galvanised Steel,100.0,285,1,2,no,,Submersible Pump,Grundfos,20.0,170.0,Hybrid - Solar/Generator,Perkins,45.0,Dusol,21.06,good,The supply system was good becouse the people and animal consume freely.,no,,30.0,7.9,1542.0,1100.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-03-30,Togdheer,buuhoodle,Ceegaag borehole 2,Ceegaag,4.5,Karteask canada,30/03/2014,8.61784117296338,46.5024016611278,799.0,,2,rural urban,yes,,Yes,,600,14000,100,11000,0.0,,360.0,pvc,8.0,80.0,16.0,5.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,40.0,Galvanised Steel,170.0,5000,2,2,yes,10,Submersible Pump,GRoundfors,16.0,280.0,Hybrid - Solar/Generator,JP65,65.0,Photovoltaic Module 300,300.0,poor,"The town population is increased for the last  years since it was established, pipeline rehabilitation is neede, Galvanized pump.",no,,34.0,7.1,1540.0,2100.0,Communal,no,,,,no,,no,,,,Save the Children UK,30/03/2017,Upgrading ceegaga borehole construction of RCC elevated water tank with animal throughs,,
,Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-11,Mudug,galkayo,ceel doogle,doogle,0.5,,,6.7252693,47.4720687,303.0,,0,urban rural,yes,,Yes,,2000,7000,280,,,,232.0,pvc,9.0,,12.0,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,320.0,Galvanised Steel,125.0,32,2,3,yes,2,Submersible Pump,grunfos,,114.0,Hybrid - Solar/Generator,perkin,45.0,260w,15.0,poor,"1. not water supply supply system
2. not have enough yield for leaching pump pipes",no,,29.5,7.95,800.0,521.0,,,,,,,,,,,,International Organisation of Migration,solar,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-19,Sanaag,ceerigaabo,Haji ismail Borehole,Cerigabo,0.5,Community,19/06/2000,10.6240602,47.3746426,1767.0,,2,urban rural,yes,,Yes,,1000,0,150,700,5.0,,120.0,pvc,8.0,110.0,25.0,16.0,3.0,1.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,25.0,PVC,1000.0,10,1,0,yes,15,Submersible Pump,Luwera,25.0,45.0,Solar,,,36V330W,390.0,good,"The conditions of well is good.
The water supply system well functioning.",no,,22.0,7.3,1530.0,1080.0,Private/Individual,,,,,no,,no,,,,,,0,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-24,Woqooyi Galbeed,gebiley,Caga Wayne borehole,Arabsiyo,4.0,Caga Wayne,22/06/2018,9.6234617,43.7747675,1432.0,,0,rural,yes,,Yes,,150,30,50,300,6.0,,230.0,gi,8.0,140.0,15.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,30.0,Galvanised Steel,100.0,21,1,1,no,,Submersible Pump,Grundfos,15.0,203.0,Hybrid - Solar/Generator,Perkins,60.0,Solar module,20.4,good,Very good condition of supply system in this borehole.,no,,30.0,7.01,1529.0,1170.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-10,Awdal,borama,Osman faarah Bh 2,Borame,2.0,Osman faarax Bh 2,08/03/2018,9.9049536,43.1612186,1547.0,,,urban,yes,,Yes,,,,,,,,120.0,pvc,8.0,80.0,20.0,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,75.0,PVC,300.0,,0,0,yes,10,Submersible Pump,,,92.0,Hybrid - Solar/Generator,Perkin,45.0,Axitec,14.5,fair,"This supply is just 
Used for irrigation",no,,28.0,7.2,1260.0,899.0,Private/Individual,,,,,yes,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-03,Woqooyi Galbeed,berbera,Barwaaqo borehole,Barwaaqo village,0.3,Muslim charity,03/04/2013,10.2815433,45.1136315,302.0,,0,rural urban,yes,,Yes,,500,40,0,2000,0.0,,66.0,gi,8.0,20.0,19.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,38.0,PVC,300.0,20,2,0,yes,7,Submersible Pump,Unkown,11.0,55.0,Hybrid - Solar/Generator,Perkins,50.0,RT 350M,21.0,good,The supply of Barwaqo village is good as they told how they supply the water for both village and water trucks.,no,,34.0,8.5,1504.0,1070.0,Communal,no,,,,no,,no,,,,,,No,,
,Dam,Somaliland Ministry of Water Resources Development,2022-04-25,Sanaag,laasqoray,Dam fiqifuliye,Fiqifuliye,1.0,SDF,,10.0286415,47.7605566,1052.0,,0,rural urban,yes,,Yes,,1200,11500,540,1790,0.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,Concrete/Masonry tank,25.0,PVC,2.0,0,5,3,yes,5,Submersible Pump,Ground fos 5,0.0,0.0,Generator,0,0.0,,,good,Inadequate water supply of system.,no,,24.0,8.0,1500.0,1000.0,Communal,no,,,,no,,no,,,,,,1.fencing ,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-19,Sanaag,ceerigaabo,Cerigabo borehole7,Cerigabo,0.5,Community,19/08/2013,10.6272248,47.3675383,1770.0,,1,urban rural,yes,,Yes,,600,0,200,500,8.0,,90.0,gi,8.0,45.0,6.0,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,25.0,PVC,500.0,1,1,1,no,,Submersible Pump,Frankoline,6.0,45.0,Solar,,,P_325_36,325.0,good,Proper functioning water supply system.,no,,24.0,7.2,1500.0,1000.0,Communal,no,,,,no,,no,,,,,,0,,
,Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Faajar,Faajar,,Community_,20/10/1975,4.19243,43.85064,,,2,rural,yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,70,,,,,,,,,,,,,,fair,,no,,,8.4,140.0,,Communal,,,,,,,,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-04,Sool,taleex,Sarmaanyo borehole 1,Sarmaanyo,1.0,USA International Development,01/05/2016,9.4839422,47.987448,894.0,,2,rural,yes,,Yes,,0,4000,0,6000,0.0,,240.0,pvc,8.0,234.0,4.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,37.0,Galvanised Steel,150.0,0,0,5,no,,Submersible Pump,Laura,15.0,234.0,Hybrid - Solar/Generator,Perkins,45.0,EMT2-6350M,350.0,good,This borehole is for animal only and the system is good,no,,35.0,7.4,1500.0,1800.0,Communal,yes,01/01/2019,0,0,no,,no,,,,USA International Development,01/01/2020,Solar system installed in this borehole by USAID and implemented by ARA,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-24,Sanaag,laasqoray,Awboogays Borehole2,Awboogays,1.0,ISlamic Relief,24/04/2021,9.5710445,47.7540865,828.0,,2,rural urban,yes,,Yes,,19541,7560,5540,21000,0.0,,170.0,gi,8.0,,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,16.0,Galvanised Steel,200.0,0,0,2,yes,5,Submersible Pump,Luwara,16.0,121.0,Generator,Parkin,45.0,,,poor,1. It smoothly functioning borehole,no,,27.0,7.3,1500.0,1200.0,Communal,no,,,,no,,no,,,,,,0,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-05,Awdal,borama,Kuwayti Bh 1,Camuud,,Kuwait Government,04/04/2016,9.9524581,43.2254162,1368.0,,,rural,yes,,Yes,,1000,500,200,1000,,,200.0,pvc,8.0,90.0,35.0,2.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,25.0,PVC,150.0,30,1,1,no,,Submersible Pump,Granfoc,40.0,120.0,Generator,Perkin,45.0,,,fair,"The supply is good, and connected is to the reservoir",no,,31.0,6.83,1496.0,1060.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-21,Sanaag,laasqoray,Xubeera 2 borehole,Badhan,15.0,Somaliland Ministry of Water Resources Development,20/04/2014,10.669648,48.4850986,908.0,,2,rural urban,yes,,Yes,,2700,4500,285,7500,0.0,,370.0,gi,8.0,360.0,16.0,10.0,10.0,1.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20.0,Galvanised Steel,100.0,1,2,2,yes,12,Submersible Pump,Luwara,16.0,190.0,Generator,Parkins,45.0,,,poor,Poor_functional water supply system conditions.,no,,30.0,7.3,1490.0,700.0,Communal,no,,,,no,,no,,,,,,0,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-05,Awdal,borama,Guure,Camuud,,Guure,02/03/2021,9.9406901,43.224795,1389.0,,,rural urban,yes,,Yes,,1400,500,300,1500,,,138.0,pvc,8.0,62.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,10.0,Galvanised Steel,100.0,150,1,1,no,,Submersible Pump,Granfoc,20.0,87.0,Generator,Perkin,250.0,,,fair,,no,,31.0,7.0,1477.0,1040.0,Private/Individual,,,,,no,,no,,,,,,,,
,Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-09,Mudug,galkayo,saddex Higlo,Sadex Higle,1.0,SDRO,09/04/2010,6.508736,47.1030682,292.0,,0,rural urban,yes,,Yes,,15000,7000,150,75000,,,153.0,pvc,9.0,,20.0,18.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,61.0,Galvanised Steel,250.0,800,1,3,yes,30,Submersible Pump,granfos,,138.0,Hybrid - Solar/Generator,Doutz,40.0,gps-330,24.0,fair,not have water distribution pipes  to most communities,no,,34.7,7.4,1470.0,1030.0,Communal,,,,,,,,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-16,Sool,xudun,Gobley bore hole,Gobley,11.0,ISRC - Islamic Relief Committee,16/04/2022,9.2020354,47.5386746,673.0,,1,urban rural,yes,,Yes,,6000,500,0,100000,1.0,,300.0,pvc,8.0,200.0,13.0,8.0,11.0,0.5,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,30.0,Stainless Steel,11000.0,1,3,3,yes,10,Submersible Pump,Grundfoce,15.0,220.0,Hybrid - Solar/Generator,Barking,45.0,1,572370.0,good,The water supply system is good condition.,no,,34.0,7.2,1400.0,1000.0,Communal,yes,15/02/2018,7,0,no,,no,,,,Oxfam GB,16/03/2019,"1.Solar installation 
2.Extension of water supply",,
,Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Dhakiirey ,Dhakiirey ,,Community_,18/07/1959,4.1782,43.80817,,,3,urban,yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,87,,,,,,,,,,,,,,fair,,no,,,8.6,220.0,,Communal,,,,,,,,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-05-04,Sanaag,ceel_afweyn,Caday musbaax,Ceel afweyn,0.5,Former Somalia government- china,19/08/1985,9.9100643908605,47.2531728353351,1038.0,,0,rural,yes,,Yes,,300,5000,50,15000,0.0,,300.0,gi,8.0,100.0,15.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,5.0,Galvanised Steel,5000.0,1500,5,1,no,,Submersible Pump,Laure,8.0,120.0,Hybrid - Solar/Generator,P40P3,32.0,Lorentz,15.0,good,The system is functioning at the present time however there is alot of interventions needed which mentioned as the following,no,,30.0,7.4,1400.0,1000.0,Communal,no,,,,no,,no,,,,Oxfam Novib,23/12/2021,"Borehole rehabilitation 15Kw solar system installation, provision of Borehole fencing, Replacement of Raiser Mains.",,
,Borehole,Somaliland Ministry of Water Resources Development,2022-03-30,Togdheer,buuhoodle,Dan Dan Borehole,Dan-Dan,1.0,Islamic Relief Somalia,16/02/2016,8.25139459222555,46.5295369829983,649.0,,1,rural urban,yes,,Yes,,2000,10000,200,15000,0.0,,370.0,pvc,8.0,260.0,48.0,10.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,36.0,PVC,1500.0,12000,4,5,yes,10,Submersible Pump,GRoundfors,15.0,280.0,Hybrid - Solar/Generator,P50-3000 ,50.0,The solar isn't functioning,330.0,good,The supply system is good however the pipeline of the village needs to change from Galvanized to PVC,no,,34.0,7.2,1470.0,2300.0,Communal,no,,,,no,,no,,,,CARE Somalia,30/03/2021,"Installation of submersible pump 15KW and cable, Installation of rising pipes, Construction of elevated water tank 25Cubic meters, construction of camel troughs, rehabilitation of goat through and water kiosk, rehabilitation of supply system, supply and installation of solar inverter.",,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Sanaag,laasqoray,Ceelbuh borehole3,Ceel buh,1.0,Horn Relief,,10.23609,48.3110082,1104.0,,1,rural urban,yes,,Yes,,1200,1300,750,1700,0.0,,240.0,gi,8.0,230.0,1.5,12.0,20.0,24.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,35.0,Galvanised Steel,500.0,1,2,3,yes,2,Submersible Pump,Luwara,40.0,75.0,Generator,Parkins,45.0,,,poor,Inadeqauate water supply system,no,,31.0,7.7,1450.0,1000.0,Communal,no,,,,no,,no,,,,,,O,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-03-30,Togdheer,buuhoodle,Ceegaag Borehole,Ceegaag,1.0,United Nations Children's Fund,14/10/2011,8.61694929655641,46.4946011267602,792.0,,0,rural,yes,,Yes,,300,500,0,500,0.0,,350.0,pvc,8.0,312.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,14.0,PVC,1200.0,900,5,4,yes,5,Submersible Pump,Groundfors,40.0,213.0,Hybrid - Solar/Generator,JP45,45.0,Photovoltaic Module,300.0,good,,no,,34.0,7.1,1450.0,2600.0,Communal,yes,23/11/2018,5,3,no,,no,,,,,,No interventions carried out recently,,
,Spring,Somaliland Ministry of Water Resources Development,2022-05-09,Awdal,baki,Himbil spring,Xoorey,1.0,,,10.178115,43.3606967,809.0,,,rural,yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,No Pump,,,,,,,,,,,yes,,34.0,7.9,1450.0,1200.0,,,,,,no,,no,,,,,,,,
,Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Wardhato,Gontome ,,Community_,19/10/1975,4.12356,43.83632,,,2,urban,yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,400,,,,,,,,,,,,,,poor,,no,,,8.6,170.0,,Communal,no,,,,,,,,,,,,,,
,Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Sanaag,laasqoray,Ceel buh borehole 2,Ceel buh,5.0,Somaliland Ministry of Water Resources Development,,10.2212753,48.3119846,1067.0,,2,rural urban,yes,,Yes,,4800,1500,500,15000,0.0,,276.0,gi,8.0,17.0,4.0,12.0,150.0,1.0,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,12.0,Galvanised Steel,100.0,1,1,3,no,,Submersible Pump,Luwara,7.5,258.0,Generator,Parkins,30.0,,,fair,Inadeqauate water supply conditon,no,,28.0,7.5,1450.0,394.0,Communal,no,,,,no,,no,,,,,,0,,
