code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,elevation,gps_precision,sources_cluster,users,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,bh_depth,casing_type,casing_size,bh_static_water_level,bh_operating_yield,bh_operating_hrs_per_day,bh_operating_draw_down,bh_recovery_time,dw_depth,dw_static_water_level,dw_yield,dw_operating_hours,dw_draw_down,recovery_time,spring_cumulative_discharge_rate,dam_depth,dam_length,dam_width,berkad_depth,berkad_length,berkad_width,other_depth,other_length,other_width,other_source_yield,reservoir_type,reservoir_capacity,pipeline_type,pipeline_length,number_of_hh_connections,number_of_water_points_kiosks,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,pump_type,pump_model,pump_capacity,pump_level,source_of_power,generator_type,generator_capacity,solar_type,solar_capacity,supply_system_condition,supply_system_condition_description,physical_water_quality_issues,color_odor_smell_description,temperature,ph,electrical_conductivity,total_disolved_solids,management_type,water_and_sanitation_committee,wsc_date_of_establishment,wsc_male_members,wsc_female_members,humans_charged_for_water,cost_of_water_for_humans,animals_charged_for_water,cost_of_water_for_livestock,name_of_operator,operator_contact_number,last_intervention_agency,last_intervention_description,last_intervention_date,additional_notes,metadata_tag
SPBRBO041,Spring,SWALIM_WSIS,2008-05-27,Bari,Bossaso,Conqore 2,,,,,11.2095,49.2068,93.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDHO055,Dug Well,SWALIM_WSIS,2009-02-08,Mudug,Hobyo,Lulubsho,,,,,5.5745,48.0804,109.0,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,,,Bay,Baydhaba,Madhawey,Iriwirka,,,,3.1677,43.56,,,,,,,Abandoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,,
,Borehole,,,Bay,Baydhaba,Gududo Dhunti,Bulo Sokor,,,,2.8035,43.1861,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,1/19/2006,,,,
,Dug Well,,2022-03-19,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dam,,2022-04-18,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWGLCH082,Dug Well,SWALIM_WSIS,2009-08-16,Galgaduud,Ceel Dheer,Waxweyn,,,,,4.326,47.8157,-4.0,,,,,,,,,,,,,,,,,,,,,,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRBO016,Dug Well,SWALIM_WSIS,2008-05-29,Bari,Bossaso,Ibrahim,,,,,11.2846,49.1704,5.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWZE001,Spring,SWALIM_WSIS,2008-05-17,Awdal,Zeylac,Galiisha,Habaas,,,,10.4185,42.8112,861.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH047,Dug Well,SWALIM_WSIS,2009-08-15,Galgaduud,Ceel Dheer,Xulcaduur,Xananley,,,,4.0344,47.3298,75.0,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH062,Dug Well,SWALIM_WSIS,2009-08-15,Galgaduud,Ceel Dheer,Xalanley 2,,,,,4.1197,47.4437,89.0,,,,,,Abandoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Wardile,Awdinle,,,,3.1592,43.3961,,,,,,,Yes,,,,,,,,120.0,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,1/17/2007,,,,
DWMDHO058,Dug Well,SWALIM_WSIS,2009-02-09,Mudug,Hobyo,Garday,Afgadud,,,,5.7653,48.1223,101.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKHRBE029,Berkad,SWALIM Archives,2005-02-22,Hiraan,Belet Weyne,,,,,,4.798,45.798,333.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWSLLA011,Dug Well,SWALIM_WSIS,2008-05-14,Sool,Laas Caanood,Ceel quule,Canjiid,,,,8.6069,47.3028,624.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3800.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGEY016,Dug Well,SWALIM_WSIS,2008-07-22,Nugaal,Eyl,Biyo Cado,Eyl,,,,8.2409,49.827,313.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1380.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMBYBA008,Dam,SWALIM_WSIS,2009-08-10,Bay,Baydhaba,Iriwarka bulo Barako,Gorisano,,,,2.9175,43.3691,478.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,550.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWBO009,Spring,SWALIM_WSIS,2008-06-18,Awdal,Borama,Biyo Cad,Gorayo Cawl,,,,9.988,43.2354,1381.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,1140.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLXU035,Dug Well,SWALIM_WSIS,2008-06-25,Sool,Xudun,Sufuraweyne,Dhaban,,,,9.3018,47.5605,701.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,3999.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMJSA009,Dug Well,SWALIM_WSIS,2009-06-10,Middle Juba,Saakow,Qududey,,,,,1.89,42.5,173.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,4.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,399.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWBO036,Dug Well,SWALIM_WSIS,2008-05-31,Awdal,Borama,Abase Gaagaab 1,,,,,10.1279,43.2052,1113.0,,,,,,Abandoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBRQR019,Borehole,SWALIM_WSIS,2008-06-03,Bari,Qardho,Koleejo BH2,,,,,9.5054,49.0919,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLTA043,Dug Well,SWALIM_WSIS,2008-06-03,Sool,Taleex,Kubo 2,,,,,9.502,49.0614,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGGE018,Dug Well,SWALIM_WSIS,2008-06-03,Woqooyi Galbeed,Gebiley,Hadhley 1,Hadhley,,,,9.8377,43.6323,1398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Caafi BH4,Beyhawa,,Caafi industry,1/1/2016,3.1453,43.6561,,,,,,,No,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
BHBRQR031,Borehole,SWALIM_WSIS,2008-06-04,Bari,Qardho,Rako BH1,Gardo,,,,9.7332,49.5024,767.0,,,Rural,,,,,,,,,,,440.0,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3999.0,,,,,,,,,,,,,,,,TDS 2000  A new pump of 18kW to be installed by Puntland government,Water Sources Inventory Survey – WSIS
SPTGSH025,Spring,SWALIM_WSIS,2008-06-21,Togdheer,Sheikh,Qaradh Spring,Qaradh,,,,10.0629,45.7053,557.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPBRBO049,Spring,SWALIM_WSIS,2008-06-01,Bari,Bossaso,Gaaca,Bossaso,,,,11.0982,49.3296,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKHRBE028,Berkad,SWALIM Archives,2005-02-22,Hiraan,Belet Weyne,,,,,,4.8338,45.4056,296.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DMTGBC022,Dam,SWALIM_WSIS,2008-06-19,Togdheer,Burco,Geeddi Haan Dam,Geeddi Haan,,,,9.0264,45.6576,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRBO030,Dug Well,SWALIM_WSIS,2008-05-29,Bari,Bossaso,Xerolaspu,,,,,11.2821,49.1752,12.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,1565.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRBO004,Dug Well,SWALIM_WSIS,2008-05-03,Bari,Bossaso,Ceeldaahir,Carmo,,,,10.6401,49.05,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWLSAF009,Dug Well,BRCiS,2017-06-01,Lower Shabelle,Afgooye,Anoole,Anoole,,,,2.1504,45.1167,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable water,Water Sources Data from Partners – WSD_Pat
DMBYDI009,Dam,SWALIM_WSIS,2009-09-28,Bay,Diinsoor,Abarey,El-Beto,,,,2.0208,42.568,209.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,1047.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDXA004,Dug Well,SWALIM_GSA,2016-02-26,Mudug,Xarardheere,Ceel Qalow SH,Ceel Qalow,,,,4.4252,47.7076,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Shati,Bakin,,,,3.132,43.6716,,,,,,,Yes,,,,,,,,85.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
DWAWBO012,Dug Well,SWALIM_WSIS,2008-05-19,Awdal,Borama,AF Doox 3,Boon,,,,10.2023,43.0466,1353.0,,,,No,,No,,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKHRBE031,Berkad,SWALIM Archives,2005-02-22,Hiraan,Belet Weyne,,,,,,4.6274,45.4511,263.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWGLCH074,Dug Well,SWALIM_WSIS,2009-08-15,Galgaduud,Ceel Dheer,Bur Bur,,,,,4.3025,47.596,143.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHHRBE002,Borehole,SCF,2005-02-22,Hiraan,Belet Weyne,Ceel Cade,,,,,4.729,44.7163,323.0,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWMDHO005,Dug Well,SWALIM_WSIS,2009-07-28,Mudug,Hobyo,Galqurun,Biriqoday,,,,6.1321,47.6768,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE023,Dam,SWALIM_WSIS,2008-06-19,Woqooyi Galbeed,Gebiley,Daheeye,Kala Baydh,,,,9.625,43.4422,1550.0,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,510.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRBO011,Dug Well,SWALIM_WSIS,2008-05-29,Bari,Bossaso,Said Ahmed,Laanta Hawada,,,,11.2816,49.1691,8.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,2230.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE050,Dam,SWALIM_WSIS,2008-06-16,Woqooyi Galbeed,Gebiley,Kooshin,Wajaale Town,,,,9.6013,43.3329,1552.0,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,380.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,,,Bay,Baydhaba,Hawal Barbar,,,,,2.7415,43.1645,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dug Well,,2022-03-24,Bakool,xudur,Saweeda shallow well,Bullow ,1.0,,25/03/2022,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dam,,2022-03-19,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPBRBO043,Spring,SWALIM_WSIS,2008-06-01,Bari,Bossaso,Badowle,Karin,,,,10.9717,49.2085,327.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,1078.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMBYDI011,Dam,SWALIM_WSIS,2009-05-10,Bay,Diinsoor,Garasdulun,Garasdulun,,,,2.3541,42.7727,318.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,2242.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWBO014,Spring,SWALIM_WSIS,2008-05-29,Awdal,Borama,IL Gorey 4,Baki,,,,10.0649,43.3308,988.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1430.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Bayhawa BH5,Behanooy,,Warjanay company,1/1/2015,3.1433,43.654,,,,,,,Yes,,,,,,,,125.0,,,53.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
BHHRBE003,Borehole,SCF,2005-02-22,Hiraan,Belet Weyne,Ceel-biyooley,,,,,4.7791,44.7163,310.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
SPAWBO021,Spring,SWALIM_WSIS,2008-06-01,Awdal,Borama,Biyoxumo,Xoorey,,,,10.174,43.3446,867.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,2270.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPBRBO007,Spring,SWALIM_WSIS,2008-05-26,Bari,Bossaso,Shimis 1,Qaw,,,,11.1866,48.9782,43.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,1517.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWBO022,Spring,SWALIM_WSIS,2008-06-01,Awdal,Borama,Mareegaley,Xoorey,,,,10.1672,43.353,863.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,2300.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMBYBU005,Dam,SWALIM_WSIS,2009-08-24,Bay,Bur Hakaba,Hiska,Wadajir,,,,2.7908,44.0749,195.0,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMAWBO009,Dam,SWALIM_WSIS,2008-06-16,Awdal,Borama,Magaalo Cad 2,Magaalo Cad,,,,9.6949,43.2988,1636.0,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,280.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMGDGA013,Dam,SWALIM_WSIS,2009-10-19,Gedo,Garbahaarey,Wartoosi,Garsal,,,,2.81,42.5,293.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1206.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPWGHA010,Spring,SWALIM_WSIS,2008-05-22,Woqooyi Galbeed,Hargeisa,Dacar Budhuq 1,,,,,9.8591,44.5363,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKBRIS001,Berkad,BRCiS,2017-06-01,Bari,Iskushuban,Iskushuban,Iskushuban,,,,10.2891,50.2358,266.0,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable water,Water Sources Data from Partners – WSD_Pat
BKTGBC005,Berkad,SWALIM_WSIS,2008-06-19,Togdheer,Burco,Suryo Qansax,Suryo Qansax,,,,9.3338,45.5214,1069.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,215.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMGLCB012,Dam,COOPI,2012-12-24,Galgaduud,Cabudwaaq,Dhabad,Dhabad,,,,6.4256,46.4684,354.0,,,,Yes,,Yes,,40,300,30,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWSLXU022,Dug Well,SWALIM_WSIS,2008-09-06,Sool,Xudun,Shoodhe Dug Well,Dogoble,,,,9.4098,47.432,734.0,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH012,Dug Well,SWALIM_WSIS,2009-08-09,Galgaduud,Ceel Dheer,Cali Afrax,,,,,4.128,46.6705,110.0,,,,,,Yes,,,,,,,,,,,,,,,,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLTA045,Dug Well,SWALIM_WSIS,2008-06-03,Sool,Taleex,Kubo 8,,,,,9.5025,49.0622,745.0,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHHRBE001,Borehole,SCF,2005-02-22,Hiraan,Belet Weyne,Baadikeen,,,,,4.8161,44.6415,326.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Bayhawa BH3,Behanooy,,Warjanay company,1/1/2015,3.1454,43.6538,,,,,Yes,,Yes,,,,,,,,125.0,,,53.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
DMHRMA001,Dam,COOPI,2012-12-19,Hiraan,Mataban,Dhugile,Dugile,,,,5.4514,45.4319,450.0,,,,Yes,,Yes,,300,300,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWNGEY013,Dug Well,SWALIM_WSIS,2008-07-24,Nugaal,Eyl,Ilig,Dhanaane,,,,7.8072,49.8128,75.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,2800.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPBRBA017,Spring,SWALIM_WSIS,2008-07-09,Bari,Bandar Beyla,AF Jaan,Dhuur,,,,9.2303,50.6661,9.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3200.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKGLCH001,Berkad,GSA/SWALIM,2016-02-28,Galgaduud,Ceel Dheer,Cowsweyne BE,Cosweyne,,,,4.1635,46.9133,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWALIM EXCEL FILE: Water_Sources_Data_All_Upto2018
BKHRBE018,Berkad,BRCiS,2017-06-01,Hiraan,Belet Weyne,Jiracle,Jiracle,,,,5.0397,45.2901,318.0,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable water,Water Sources Data from Partners – WSD_Pat
BKNGEY003,Berkad,BRCiS,2017-06-01,Nugaal,Eyl,Qarxis,Qarxis,,,,8.5002,49.5774,484.0,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable water,Water Sources Data from Partners – WSD_Pat
DWTGBC046,Dug Well,SWALIM_WSIS,2008-05-15,Togdheer,Burco,Qoryaale Dug Well 6,Kirir,,,,9.069,45.9715,904.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDHO085,Dug Well,SWALIM_WSIS,2009-04-09,Mudug,Hobyo,Habyo,,,,,5.3461,48.5236,7.0,,,,,,Yes,,,,,,,,,,,,,,,,5.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1340.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWBO016,Spring,SWALIM_WSIS,2008-06-01,Awdal,Borama,Hadiile 1,Xamar,,,,10.107,43.3326,941.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1230.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHHRBE006,Borehole,SCF,2005-02-22,Hiraan,Belet Weyne,Eel Idaad,,,,,4.684,44.8929,308.0,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surface Mounted Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
